no ,id_topeng ,nama_topeng,tahun ,lokasi ,alamat lengkap,deskripsi,latitude,longitude ,Image 
146,TP146,Jero Luh ,1968,"Private Collection, Bali ",,"These are two examples of Barong Landung masks made at the end of the 1960s. While sold to visitors, in this case a Swiss employee of the Bali Beach Hotel who arrived in 1968, the makers were not really producing for tourists but rather taking advantage of their art to sell to a new market. While the paint used is made of natural pigments, the gold leaf has been replaced with far less expensive paint, which uses another metallic substitute. The beneficent oval face and fine features of Jero Luh radiate a peace the appearled to foreigners. In contrast and in spite of his jovial expression, Jero Gede with his large buck teeth and fangs never achieved the same popularity.",-8.409518,115.188916,TP146.jpg
147,TP147,Kapiwara ,1930,"Museum Sonobudoyo, Yogyakarta",,"As indicated by his flame-like stripes, Kapiwara is a tiger, which unlike the lion was native to the island until Balinese subspecies was hunted to extinction in its last refuge in West Bali in the 1930s. Like wild tigers, Kapiwara was solitary and taciturn by character. Despite this he joined the ranks of the highest wanara war councils which gathered before each battle to plan their latest strategy to defeat the fearsome raksasa warriors defending the impregnable castle of Alengka. As the underlying forms of most of the masks, except for the ears, are virtually identical, the best way to identify characters is by studying their painted surfaces. As in this case stripes make it clear this is a tiger.",-7.802257,110.359438,TP147.jpg
148,TP148,Patih Kebo Ijo ,1930,"I Made Nyarikan Sriada Family Temple, Denpasar ",,"The greenish hue of the mask's complexion is no doubt influenced by Kebo ljo's name, which literally means the green water buffalo. After surreptiously murdering Tunggul Ametung himself, Ken Arok, the future founder of the Singosari Dynasty, hatched a plot to blame Kebo ljo for the foul crime by presenting him with the murder weapon as a gift. Vain and proud, Kebo ljo strutted about showing off the keris to all and sundry thus unwittingly setting himself up as the prime suspect. While Ijo managed to escape, Ken Arok would marry Ametung's widow, Ken Dedes, who was celebrated as the most beauteous woman in the kingdom. Here Kebo Ijo is depicted as a staid bald-ing aristocrat with long sideburns and a moustache.",-8.65528,115.21734,TP148.jpg
149,TP149,"Patih Nabrang, Primw Minister Kebo Anabrang",1800,"Collection Nationaal Museum van Wereldculturen, Leiden",,"A mature man with strong facial features and a dark tan complexion reflecting his earthy character and martial prowess, Kebo Anabrang was sent by a cabal of ministers in Raden Wijaya's court to kill their rival, Ranggalawe. Of bad temper, Kebo Anabrang, fulfilled the task without mercy. This so enraged Lembu Sore, Ranggalawe's uncle, that he stabbed him from behind to avenge his nephew's death.",52.164104,4.483984,TP149.jpg
150,TP150,Kebo Anabrang ,1930,"Collection of the Griya Pidada Family Temple, Klungkung ",,"Kebo Anabrang was a general in the army of Kertanegara, the last king of the Singosari Kingdom who ruled in the second half of the 13th century. With a ochre red face and full, bushy beard, Anabrang epitomizes the image of a resolute if not cruel military leader. In 1286, he was commander of the Pamalayu Expedition, sent to South Sumatra to enforce its vassal status. He would return to Java in 1293 bringing with him two young princesses to be presented to Kertanegara only to discover he had been murdered the year before. Instead he presented the girls to Raden Wijaya who enlisted his help in his struggle against the rebel Jayakatwang and invading Chi-nese army. A minister in Majapahit Empire, Anabrang was enlisted by Patih Nambi and Mahapati to attack and kill their rival Ranggalawe. In turn he was stabbed to death of Ranggalawe's uncle Lembu Sore.",-8.535487,115.406221,TP150.jpg
151,TP151,Kebo Iwa,1955,"Collection Sanggar Seni Kakul, Batuan",,"Also known as Kebo Taruna, literally the virgin water buffalo, Kebo Iwa was by most accounts a mighty giant with an insatiable appetite who aided Pasung Grigis, prime minister of Beda Ulu, the king of Bali. Able to stand up and walk only days after he was born, Kebo Iwa was a free spirit who wandered through the wilds of Bali carving out temples from stone cliffs using his fingernails. He was also an enigmatic character who appears to have been naive and simple-minded. In Kebes' version he appears dark-skinned, pudgy and with a squinched face. Opposite, he is shown with bright eyes with khaki complexion and full cheeks. The latter is certainly because of another of his nicknames, Kebo Temben or the chubby waterbuffalo. Often likened to an ancient race of Titans that populated Bali, Kebo Iwa was so powerful that Gadjah Mada resorted to trickery. Heartsick because his huge size had prevented him from ever finding a match, Gadjah Mada promised him the hand of a beautiful princess. Luring him into a trap, the cunning minister called out in panic saying that she had fallen in a deep well. Eager to save her, Iwa descended to the bottom when the Majappahit troops trapped him with stones and slaked lime. Realizing his time had come, Iwa surrended to his fate.",-8.584877,115.277934,TP151.jpg
152,TP152,"Patih Kebo Kepetengan, Minister Kebo Kepetengan",18th century,"Collection Nationaal Museum van Wereldculturen, Leiden",,"This character is another one of the nine nobles (Lembusora, Gajah Pagon, Medang Dangdi, Mahisa Wagal, Nambi, Banyak Kapuk, Kebo Kepentingan, Wirota and Wiragapati) who remained loyal to Raden Wijaya after the murder of his father-in-law Kertanegara. With a grim expression, bulging eyes, busy facial hair and two fangs, it is clear that Kebo Kepentengan, despite being a supporter of a righteous king, is of demonic origin (danawa). The golden third eye (urna, cudamani) could also indicate that he is a practitioner of tantric rites.",52.164104,4.483984,TP152.jpg
153,TP153,"Kebo Waruya, Minister Tembem",-,"Private Collection, France",,"Also known as Kebo Taruna, literally the virgin water buffalo, Kebo Iwa was by most accounts a mighty giant with an insatiable appetite who aided Pasung Grigis, prime minister of Beda Ulu, the king of Bali. Able to stand up and walk only days after he was born, Kebo Iwa was a free spirit who wandered through the wilds of Bali carving out temples from stone cliffs using his fingernails. He was also an enigmatic character who appears to have been naive and simple-minded. In Kebes' version he appears dark-skinned, pudgy and with a squinched face. Opposite, he is shown with bright eyes with khaki complexion and full cheeks. The latter is certainly because of another of his nicknames, Kebo Temben or the chubby waterbuffalo. Often likened to an ancient race of Titans that populated Bali, Kebo Iwa was so powerful that Gadjah Mada resorted to trickery Heartsick because his huge size had prevented him from ever finding a match, Gadjah Mada promised him the hand of a beautiful princess. Luring him into a trap, the cunning minister called out in panic saying that she had fallen in a deep well. Eager to save her, Iwa descended to the bottom when the Majappahit troops trapped him with stones and slaked lime. Realizing his time had come, Iwa surrended to his fate.",46.227638,2.213749,TP153.jpg
154,TP154,Kebo taruna ,1955,Collection of I Wayan Tangguh-Ketut  Kodi (kediaman seniman),,"This unusual mask-with a jutting forehead, a bulbous, curved nose, large eyes, an open mouth exposing his upper teeth and a prominent moustache carved in wood-depicts the immensely strong primordial giant, Kebo Iwa, who roamed Bali before the coming of Hinduism. A mythological figure, he is believed to have carved temples out of rock with his fingernails. It also said that he was one of the commanders of the Kingdom of Beda Ulu at the time of the Majapahit invasion of Bali in 1343. Kebo Iwa came to a tragic end after the commanders of the Majapahit invasion lured him to Java by offering him the hand of a beautiful princess, Lemah Tulis, as part of a peace settlement. Instead, he was trapped in a well where he died. His story lives on as a potent symbol of the collapse of the old ways.",-8.59431,115.25359,TP154.jpg
155,TP155,Ken Arok ,1940,"Collection of the Griya Pidada Family Temple, Klungkung ",,"According to the Pararaton, Book of Kings, Ken Arok, the founder of the Singosari 12-13th century Singosari Kingdom, was of common birth despite his attempts to claim otherwise. A cunning but impatient and violent man, who's path to the throne was strewn with intrigue, lust and blood. Infamously, in a mighty affirmation of the law of Karma, his rule was cut short fulfilling the curse of the priestly keris maker Mpu Gandring in one of most popular legends on Java and Bali. Known as Ken Dedes it begins with Ken Arok plotting to murder of Tunggul Ametung to seize his wife and throne using a magical keris. His obsession to possess her led him to stab Mpu Gandring with the weapon before it was finished. In his dying breath he predicts that Ken Dedes would also meet his end with the same weapon.",-8.535487,115.406221,TP155.jpg
156,TP156,"Monyer, Topeng Kenyem Manis",1947,"I Made Nyarikan Sriada Family Temple, Denpasar ",,"The character, Monyer, the Balinese word for sassy, was the creation of I Nyoman Pugra (1915-1975), one of the dancers in Sriada's dance troupe, Topeng Duwe. With a prominent nose, sweet smile and curved moustache, Monyer was a clown full of joyous energy and hilarious choreography that caught the imaginations of Balinese audiences. The character also resembles Stan Laurel who's black and white comedy films with Oliver Hardy were being shown on Bali before the war. The name of the mask maker, I Made Jimbaran, is inscribed on the back side along with 1947, the year that Sriada passed away.",-8.65528,115.21734,TP156.jpg
157,TP157,I Gusti Anglurah Sakti,1934,"Museum of Puro Mangkunegaran, Solo ",,"The face seen here mirrors the archetype of a strong warrior-king determined to vanquish his enemies against all odds, which is true of I Gusti Panji Sakti, who not only single handedly forged a powerful new kingdom in north Bali in the 17th century but also defeated a superior invading Javanese army with no help from Bali's other kingdoms. Gusti Panji based his legitimacy on the claim he was the son of Dalem di Made, the last king of Gelgel. According to rumor, however, it was also said that he was the illegitimate child of a beautiful but common village woman working in the court. Kerebuak's choice to give him a dark reddish complexion was certainly based on his nickname 'Barak', the Balinese word for red. The color and his bushy hair also suggests humble origins.",-7.566756,110.823071,TP157.jpg
158,TP158,Ki Pasung Grigis ,1955,"Collection Sanggar Seni Kakul, Batuan",,"Of royal descent and a capable military strategist, Ki Pasung Grigis, led the armies of the Kingdom of Bali against the invading troops of the Majapahit armies in 1343. The conflict was going badly especially after the death of his student, Kebo Iwa. Grigis continued to put up a fierce resistance but was finally overwhelmed by the superior Javanese forces and captured. Praised by the new regime for his courage, he finally agreed to serve them. To prove his loyalty he led troops against Dedela Nata, the raja of Sumbawa who rose up in rebellion. While he was ultimately victorious, Grigis would perish along with Nata during a hand-to-hand duel. With a steely gray complexion, chubby cheeks and an open expression, Kebes delighted in bringing those behind the throne to life.",-8.584877,115.277934,TP158.jpg
159,TP159,"Ki Pasung Grigis, Prime Minister of the Kingdom Of Bedahulu ",1930,"Collection of the Griya Pidada Family Temple, Klungkung ",,"The son of an ascetic, Pasung Grigis was the prime minister of the raja of Bedulu kingdom, so-named because its ruler had the head of a pig, at the time Bali was invaded by the forces of the Majapahit army in 1343. After the death of his liege lord, Grigis chose to swear fealty to the conquerors. Appointed a minister in the new regime, he was subsequently ordered to put down a rebellion on Sumbawa led by Dedela Nata. While the mission was successful, Grigis died as a result of wounds inflicted by Dedela. Portrayed as a powerful and intelligent man (Patih Deling Keras) with curly hair and a mustache, Grigis wears a large golden diadem with a row of pointed lotus petals at the crown and three five-petaled blossoms underneath.",-8.535487,115.406221,TP159.jpg
160,TP160,"Kumbakarna,Younger Brother of Rawana ",1900,"Museum Bali, Denpasar",,"Despite his ferocity and many evil deeds, the gargantuan raksasa demon Kumbakarna, in contrast to his brother Rawana, was a great warrior of good character. At the outbreak of the war, he is absent because of a trick that was played upon him by the gods to prevent him from obtaining a powerful magically weapon. They cursed him to sleep for six months at a time, and to always wake up in a bad mood with an insatiable appetite. As the war begins to go south, Rawana orders Kumbakarna to be awoken from his slumber before his time. Angry and sullen, when he hears the story of events, Kumbakarna berates his brother for deviously kidnapping Sita rather than honorably defeating Rama in battle. After knocking Sugriwa unconscious in battle, Kumbakarna is finally killed in an epic battle with Rama. With a round face, short forehead, curly eyebrows, prominent third eye and small chin, Kumbakarna appears to be laughing with malicious glee, exposing his teeth and fangs. Nicknamed Joe, Akira Miura was a Japanese businessman with a bicycle repair shop in Denpasar. During the Japanese Occupation he was enlisted as a translator and later served a number of administrative posts including a short appointment as director of the Bali Museum.",-8.657398,115.218579,TP160.jpg
161,TP161,"Laksmana, Brother of Rama ",1930,"Museum Bali, Denpasar",,"Prince Laksmana is the younger brother of Rama, the prince of the Kingdom of Ayodia. As a result of an oath their father swore to his younger wife, Kekayi (Kaikeyi), to place his son by her on the throne, he is forced to banish Rama, Laksmana and Sita from the kingdom for twelve years. Masks of the two brothers are, not surprisingly, very similar, however, Rama's jewelry is usually more sumptuous. In addition his moustache shows more flair expressed in jaunty curves. Laksmana is the archetype of the capable and loyal brother in arms always willing to sacrifice himself to protect and serve. While he plays a secondary to Rama, several such as his spurning of he Rawana's sister. Surpanaka, are key to the story.",-8.657398,115.218579,TP161.jpg
162,TP162,"Leyak, Unidentified Witch",1900,"Museum Bali, Denpasar",,"Having lost its original polychrome and vanous attachments, this early example of a leyak witch from North Bali allows a careful study of the interplay of forms and symbols on such masks. The top of the face is dominated by large round eyes with two

upper lines and arching, wavy eyebrows like fans. The radiating shapes, arching tops, deep grooves and connector between the eyebrows are all specific to the style of Rangda masks made in the Singaraja region. Two leaves are tucked into the ears. A large nose with flared nostrils stands above a thick upper lip and a row of square teeth with gaps. The mouth is wide open, with a thin lower lip and chin. The curved tusks usually seen on leyak masks are missing.",-8.657398,115.218579,TP162.jpg
163,TP163,"Leyak Peceng, One-eyed Witch",2000,"Museum Bali, Denpasar",,"This fearsome asymmetrical mask depicts a deformed acolyte of a wrathful form of Dewi Durga, the goddess charged with overseeing the rites of death (upacara yadnya) and sorcery. It is a reminder that in the Balinese tradition and imagination, there are scores, if not hundreds, of distinct but related incarnations of dark magic practitioners. There are numerous esoteric palm-leaf manuscripts (lontar) that list the names and characteristics of these personages, some of which are even illustrated. The Dutch scholar Christiaan Hooykaas (1902-1979) documented many of these in his book, Toverij op Bali, Magische Tekeningen (Sorcery on Bali, Magical Drawings, 1980).",-8.657398,115.218579,TP163.jpg
164,TP164,"Leyak Peceng, One-eyed Witch",1800,"National Museum of Indonesia, Jakarta",,"Pockmarked, missing an eye and with a crooked mouth, this menacing woman with white dots outlining her eyes and forehead has royal origins, seen in her large golden earplugs and the row of golden blossoms across her crown. She has been identified as a follower of Ki Balian Batur, a fear-some early 18th-century sorcerer who lived in Desa Teledu Nginyah, Kin-tamani, the village on the slopes of the Mount Batur volcano overlooking Lake Batur. Ki Balian Batur, also known as the Raja of the Leyak Witches, was believed to be responsible for a series of deadly pandemics (grubug) that raged in East Bali during this period.",-6.176424,106.821815,TP164.jpg
165,TP165,"Leyak, Witch ",1900,"Museum Bali, Denpasar",,"Leyak is a generic term used for all females in service to Durga, the goddess who presides of cemetaries and rituals concerning death. Although well-worn, the liberal use of cinnabar and gold leaf is still visible, especially on the flaming eyebrows and earplugs. With a penetrating gaze, the curvilinear lines of her mouth and sneering upper lip are also noteworthy. In many ways she resembles more of an animal, indicating she is a shapeshiftenr. It does not appear that she ever had a tongue probably indicating that she was a lesser figure among the many servants of the goddess.",-8.657398,115.218579,TP165.jpg
166,TP166,"Lembu Sore, Mpu Sore",1920,"Museum Bali, Denpasar",,"Lembu Sore was the uncle of Ranggalawe and one of the knights who remained loyal to Raden Wijaya in his darkest hours. After the founding of the Majapahit Kingdom in 1293. he became the victim of court intrigue and was sent to a minor post on the island of Madura. This so affronted Ranggalawe that he marched to the capital to confront the king, giving his his enemies the opportunity to brand him in absence as a traitor. His death sentence was carried out by Kebo Anabrang, who not only did the deed but also tortured and mutilated him. This so enraged Lembu Sore that he attacked Anabrang from behind and stabbed him to death. Declared a criminal, Sora was subsequently banished from the kingdom. Whereas most depictions of old men have white complexions and a more contemplative demeanor, this example-with large, piercing round eyes and a dark complexion that stands out in contrast to the long white mustache and bushy eyebrows-retains much of the vitality of youth.",-8.657398,115.218579,TP166.jpg
167,TP167,Mantri,1938,"Collection Nationaal Museum van Wereldculturen, Leiden",,"While the Barong Landung is best known for its two main figures-the black-faced Jero Gede and his white-faced wife, Jero Luh-in certain areas in the region of Denpasar, these giant puppets are joined by their children and other personages. The group wan-ders through village streets at the end of the Galungan-Kuningan festivities, spreading mirth with their quirky movements and bawdy call-and-response couplets.

These two resplendent masks show Mantri, the son who's name implies that he is well-educated, and Galuh, or princess. In contrast to their odd-looking parents, they appear to be handsome aristocrats. Their status is emphasized by the light color of their skin (flesh-tone and cream), and large golden ear ornaments: Mantri's are pais-ley-shaped while Galuh wears round earplugs (subeng). In addition, Galuh wears a beautiful crown encrusted with jewels that rises above her hairline. What they do share with Jero Gede and Luh are a pair of extremely large ears that point out to the side. This may have to do with a prevailing belief in Eastern countries that large ears are a sign of intelligence and good character.",52.164104,4.483984,TP167.jpg
168,TP168,"Mayadenawa, Abiseka ",1934,"Museum of Puro Mangkunegaran, Solo ",,"Son of the raksasa demon, Sri Jaya Pangus, and Dewi Danu, the goddess of Lake Batur, Sri Mayadenawa was a mighty practitioner of the dark arts which he used to establish hegemony over Bali and the neighboring islands in the 11th century. As his power grew so did his arrogance. Believing himself invincible, he ordered the populace to make offerings and prayers to him rather than the gods and ancestors. This so enraged the priest, Mpu Sangkul Putih that he mounted Gunung Agung and asked them to intervene. Confronted with the army of Indra, the king of the gods, Mayadenawa fled to Tampaksiring and resorted to magic to throw his pursuers off his path. In the end, he would take on the form of jungle fowl (manuk), but was finally trapped and killed. Villainized as the epitome of evil (adharma), his defeat is celebrated every 210 days during the Galungan-Kuningan Festival. In an alternative reading, it has been speculated that Mayadenawa was a Buddhist who sought to break the monopoly of the Shaivite priests.",-7.566756,110.823071,TP168.jpg
169,TP169,Wredah,1937,"Collection Nationaal Museum van Wereldculturen, Leiden",,"Whereas on Java Merdah is Twalen's younger brother, on Bali he is also known as his son. Like his father, Merdah is short, dark-skinned and ugly. Whereas Twalen has a short nose, Merdah's is huge. Considered wise and trustworthy, he is a valuable aid and constant companion to his father. The leather crown of the mask is decorated with motifs using yellow pigment, which was frequently employed by troupes who could not afford the luxury of pure gold leaf (perada).",52.164104,4.483984,TP169.jpg
170,TP170,Wredah,1940,"Private Collection, Bali ",,"Done in the realistic style of Singapadu, Merdah with a light brown face and yellow lips still wears his original crown which is delicately perforated buffalo leather which has been gilded and inlaid with mirrors. His elongated earlobes have been stretched by heavy missing earplugs. While Wayang Wong performances became increasingly are in the 20th century masks centers continued to produce them to sell to foreigners.",-8.409518,115.188916,TP170.jpg
171,TP171,Wredah,1920,"Museum Bali, Denpasar",,"With a gray complexion, deep wrinkles drawn in white, almond-shaped eyes, flapping ears that stick out to the side, a prominent nose, large chin and a thick-lipped open mouth exposing two teeth, this depiction of Wredah shows similarities to Jero Gede, the male figure in the Barong Landung dance. The mask was made by another famed mask maker, Ida Bagus Oka Kerebuak, from Griya Pidada Klungkung, East Bali.",-8.657398,115.218579,TP171.jpg
172,TP172,"Wredah, Son of Twalen",1900,"Museum Bali, Denpasar",,"Kedingkling, also known as Blas-Blasan, is a rare sacred dance only performed in a handful of villages. Because the dancers wear masks identical to those of the Wayang Wong, it is difficult to distinguish between the two forms, and Kedingkling could arguably be seen as a local form that originated from Wayang Wong. Wredah, like his father, is a wise advisor to Prince Rama, a role that is clearly mirrored in the profound expression of this remarkable mask. It was created in the 19th century by I Made Lontar, who trained under the master mask-maker Tjokorda Api of Singapadu. Other masks made by these two master artists are still used in Singapadu for ritual performances.",-8.657398,115.218579,TP172.jpg
173,TP173,"Gareng, Son of Twalen ",1930,"Museum Sonobudoyo, Yogyakarta",,"These two masks, together with those on the previous page, belong to the same set originally collected by the Java Instituut, which worked actively in Bali and Lombok, as well as Java.

They are now in the collection of the Sonobudoyo Museum in Yogyakarta. Consisting of two advisors to the hero Rama, Twalen and Wredah, and two to his adversary, Rawana, Delem and Sangut. Together the four are known as punakawan from the root words panah (to understand) and kawan (friend), thus those who understand their friends. On Bali they are often referred to as penasar from the root word dasar or foundation.

Despite their odd exteriors and comic antics, they are in essence spiritual advisors to kings and princes.",-7.802257,110.359438,TP173.jpg
174,TP174,Wredah Son of Twalen,1900,"Museum Bali, Denpasar",,"This image of Merdah, the intelligent and resourceful son of Twalen who aids his father in advising the wise king, displays a thought-provoking pathos that is unusual for this character. Usually shown with a somewhat animal-like nose and lower face, here Merdah's elongated face, olive complexion, downcast eyes and open red lips seem both human and contemplative. Although there is no direct connection, the mask is also reminiscent of the Western archetype of the sad-eyed clown. The discovery of such distinct and powerful masks raises that fall out of the classic canon be the question of whether they are one-offs or survivors of larger sets.",-8.657398,115.218579,TP174.jpg
175,TP175,Patih Momo Simurka,1938,"Private Collection, Bali ",,"At the time that Arjuna was performing spiritual penance on the slopes of Indrakila Mountain, the raksasa, Niwatakawaca, ordered his prime minister Patih Momo Simuka, to kill the young Pandawa on his behalf. To do so he assumed the shape of a wild boar. Charging him with his fierce tusks, Arjuna, who was in deep meditation, shot him with an arrow without breaking his concentration. Suddenly a disgruntled hunter showed up claiming the carcass has his own. A battle ensued but before anyone was hurt Arjuna realized his foe was an incarnation of Siwa, who granted him a boon.",-8.409518,115.188916,TP175.jpg
176,TP176,Nagabanda Dragon,1930,"Museum Sonobudoyo, Yogyakarta",,"Primordial creatures of enormous power, Naga dragons were viewed with both awe and reverence for in spite of the dangers they posed, they would often come to the aid of humans granting them boons. Guardians of the waters, fertility, gold, precious stones, Naga, by nature asocial, were believed to reside in caves beneath great mountains.",-7.802257,110.359438,TP176.jpg
177,TP177,I Gusti Ngurah Kanca ,1937,"Collection Nationaal Museum van Wereldculturen, Leiden",,"This mask depicts | Gusti Ngurah Kanca, a minister in the court of Dewa Agung, the first raja of Klungkung. Dynasty which was established after the fall of the Gelgel. Together with I Gusti Ngurah Jelantik and I Gusti Ngurah Pacung (Arya Sentong), Kanca conquered both the Sasak kingdoms of Lombok and Nusa Penida, the island just south of Klungkung. They were rewarded by the raja for their victories with a magical spear named Baru Jaruju. The relationship between the three comrades soured after Gusti Jelantik refused Kanca's request to marry his daughter on the grounds she had already been promised to Arya Sentong. Consumed with anger, Kanca slandered his old friends. After Gusti Jelantik told the raja that Kanca was planning a rebellion, the king issued a death sentence. Luckily, it was rescinded at the last moment after it came to light that this was not true.",52.164104,4.483984,TP177.jpg
178,TP178,The Witch,1920,"Museum Bali, Denpasar",,"With a dark complexion, piercing eyes, big nostrils and a gaping mouth with large lips, Ni Garu grins with evil glee. She plays a key role in the story of I Gede Basur-by day a respectable minister of the Udayana Dynasty ruling Bali, yet by night a fearsome practitioner in the dark arts. While young and innocent she falls in love with Basur's worthless son, I Tigaron, who despite his own ugly exterior, insults and humilates her in public. Inconsolable, she flees to the cemetery where she meets Bhatari Durga, the goddess of the underworld, who initiates her into the dark arts. After becoming an adept she returns and defeats and exposes the evil Basur in a magical battle of epic proportions.",-8.657398,115.218579,TP178.jpg
179,TP179,The Witch,1900,"Private Collection, Bali ",,"With a dark complexion, piercing eyes, big nostrils and a gaping mouth with large lips, Ni Garu grins with evil glee. She plays a key role in the story of I Gede Basur-by day a respectable minister of the Udayana Dynasty ruling Bali, yet by night a fearsome practitioner in the dark arts. While young and innocent she falls in love with Basur's worthless son, I Tigaron, who despite his own ugly exterior, insults and humilates her in public. Inconsolable, she flees to the cemetery where she meets Bhatari Durga, the goddess of the underworld, who initiates her into the dark arts. After becoming an adept she returns and defeats and exposes the evil Basur in a magical battle of epic proportions.",-8.409518,115.188916,TP179.jpg
180,TP180,The Witch,1920,"Museum Bali, Denpasar",,"Ni Garu is a female practitioner of black magic who uses her occult power derived from Bhatari Durga (Goddess of Mrajapati) to kill her male nemesis, the sorcerer I Gede Basur, who appears in some versions of the Calonarang Dance (Panyalonarangan). With a red complexion, round face, slit eyes, arched eyebrows, a small nose, wild hair and a large mouth exposing her the evil grin of her upper and lower teeth, Ni Garu presents a formidable and dangerous foe.",-8.657398,115.218579,TP180.jpg
181,TP181,Ni Garu ,1936,"Private Collection, United States",,"A refined minister in the 11th Udayana court by day, I Gede Basur, was a secret practitioner of magic, which he surreptiously used to advance and enrich himself unbeknowst to his peers. One time after a pretty village girl and her father refused to marry his ugly son because she was bethrothed to another, he cast a spell of pestilence on her entire village that caused them all to die. Basur would meet his match in the form of Ni Garu, a plain looking silly girl who fell hopelessly in love with his son, I Tigaron, who cruelly humiliated her for daring to think she was his equal. Overcome with shame the girl flees to the cemetery to kill herself where she encounters Bhatari Durga, the goddess of the underworld, who invites her to become a member of her witches; coven. Developing amazing powers, she would challenge and defeat Basur and expose him as a sorceror. Here Basur is shown in a demonic form with a greenish pallor, broad nostrils, wild hair and enomrous red lips with black and white teeth. Ironically he closely resembles the yellow faced Garu who shares the same intense expression and enormous lips. Both masks are from the same maker.",40.7128,-74.006,TP181.jpg
182,TP182,"Jaran Guyang, Nyi Goyeng ",1800,"Museum Bali, Denpasar",,"Wide-eyed and staring directly forward with her mouth agape, this ominous mask shows the shape-shifting witch (leyak) Nyi Guyang in her human form.

Her unruly hairdo and prominent ears with large red earplugs add to the impression of wild power. Guyang is an apprentice of the sorceress Rangda (also known as Ratu Gede Mecaling), and an inner member of her witches' coven. Her mastery includes the making of love potions (ilmu pelet) and shape-shifting, and she is often depicted in her favorite alternative form as a tiger. In some performances she also becomes a yellow horse, for which she is known as Nyi Jaran Guyang.",-8.657398,115.218579,TP182.jpg
183,TP183,Disciple of Calonarang,1800,"Museum Bali, Denpasar",,"With a round white face, large earplugs, evil-looking slanted eyes, wide nostrils and a gaping grin exposing her teeth, this mask depicts Nyi Lendi, the younger sister of Nyi Lenda, in her human form. Lendi and Lenda are both members of inner circle of the witches' (leyak) coven presided over by Calonarang, the servant of Dewi Durga, a wrathful form of the goddess who oversees all rituals pertaining to death and the afterlife. Nyi Lendi is a master shape-shifter who specializes in assuming the form of a checkered tiger (macan poleng). Usually shown in her witch form, the mask-maker here plays the thin line between the style of the mean-spirited female maidservant (bondres) and early forms of the dark magic practitioners who live hidden among the populace.",-8.657398,115.218579,TP183.jpg
184,TP184,"Nyi Lendi, The Tiger Witch ",1900,"Museum Bali, Denpasar",,"Nyi Lendi, the younger sister of Nyi Lenda, is also a member of Rarung's inner circle. Among her many powers is the ability to suddenly burst into an incandescent flame and incinerate her enemies. Her most potent destructive form, for which she is most infamous, is that of an all-powerful tiger demon. The surface of this red mask is covered with dots, markings known as checkered tiger (macan poleng). Notably these splotches with their black outlines more resemble the spots of a leopard (macan tutul), which like the tiger is native to Bali. It is possible that the artist wished to visualize her ability burst into flame.",-8.657398,115.218579,TP184.jpg
185,TP185,The Witch Lenda ,1900,"Museum Bali, Denpasar",,"The sorceress Calonarang is a wrathful incarnation of the goddess Durga, who rules over the Underworld Her female disciples are usually depicted with all of their goddess' fearsome attributes, including fangs, tusks and a long flaming tongue. However, as seen in this mask, this is not always the case. Lenda is the most intelligent of Calonarang's acolytes. An expert in black magic, she is the author of several palm-leaf manuscripts on the dark arts, including Cambra Barag. She is also a shape-shifter who can take the form of a dog-demon. Here she is depicted with a white complexion, large round eyes, a short nose, prominent nostrils and a roundish mouth with four jutting teeth. Her matted hair is thick and she wears egg plant shaped earrings. While no great beauty, Lenda's demonic origins are not immediately apparent.",-8.657398,115.218579,TP185.jpg
186,TP186,Nyi Lenda ,1900,"Museum Bali, Denpasar",,"Nyi Lenda is one of the senior acolytes of Rarung's coven of witches, who serve the wrathful form of Dewi Durga, the goddess of death and disease. Lenda is considered the most intelligent of the group and a scholar who authored numerous palm-leaf manuscripts on the subject of black magic. Like her sister Lendi is a shapeshifter, who prefers the form of a demon dog. With long, curved lower tusks extending far out to the sides and an extended row of upper incisors, she is often mistaken as Rangda. Gilded flames, symbolic of her magic powers, rise up from her forehead, while spiral flames made of perforated water buffalo hide spring out of the sides of her mouth. A long tongue swirling with power hangs from her open mouth.",-8.657398,115.218579,TP186.jpg
187,TP187,Rangda Ma Ulu,1900,"Museum Bali, Denpasar",,"Known as the right hand of Rarung, Nyi Waksirsa seen here with long curved tusks and razor-sharp bristles, specializes in taking on the form of a vicious demon boar. Her ferocity is expressed in bulging round eyes and a large mouth with a border of dark hair. She wears two round engraved discs as earplugs in her ears, which stand out sideways from her head. Two large horn-like triangles are seen on either side of her crown. The art of shapeshifting can be traced back to seeking the aid of animal spirits through supernatural spells.",-8.657398,115.218579,TP187.jpg
188,TP188,"Raja Tua, The Old King",1970,"Griya Danginan, Mas",,"While firmly based on the mask of the old raja who relives his past glories in Pajegan and Panca performances, after working together with Japanese dancers began imbuing many of his new masks with Japanese aesthetics in this case a character from the Noh tradition, known as Kojo or the old man. Representing dignity and divinity, Kojo is a sacred figure of veneration. In other cases Anom, soon followed by other mask makers also began make reproductions of Japanese masks. Most were destined for export with little influence on traditional Balinese dance. This mask was used in Balinese per-formances and is now in the private collection of Anom's family com-pound.",-8.54362,115.26985,TP188.jpg
