no ,id_topeng ,nama_topeng,tahun ,lokasi ,alamat lengkap,deskripsi,latitude,longitude ,Image 
42,TP042,"Bondres Luh, Handmaiden to the Queen",1938,"Private Collection, Bali ",,"Pug nosed with sharp arching eyebrows, a rectangular mouth with an uneven row of top teeth and large mole on her left cheek, this Bondres appears rough and tumble despite her large golden earplugs, well coiffured hairdo and a dot on her third eye. Masters of low Balinese, Bondres engage in everything from wicked gossip to throwing shade on rivals real and perceived. Sometimes, as here, the eyeholes are large allowing the dancers eyes to peer through. This allows the dancer to move the eyes more expressively.",-8.409518,115.188916,TP042.jpg
43,TP043,"Bondres Luh, Female, Servant to the Queen",-,"Private Collection, Bali ",,"This maidservant's lower status is mirrored by her dark reddish-brown complexion, which usually signals common birth. Despite this or perhaps because of it, the Balinese, who are themselves 85% wong jaba, literally outside the three higher castes, often adore these clown-like figures who speak in the vernacular. So, too, while many are bumblers akin to vaudeville slapstick performers, others are intelligent and cunning. Despite her ancestry, as a servant of the court, this bondres has golden earrings, a third eye ornament and row of upper teeth.",-8.409518,115.188916,TP043.jpg
44,TP044,"Bondres Peceng Aneh, Old Eccentric Man with One Eye",1930,"Private Collection, France",,"This depiction of an older, eccentric clown figure (bondres) is a study in asymmetrical composition. Facial lines marking the vicissitudes of time are interwoven with his human imperfections, the impact enhanced by the silver-gray color of his skin and bright red lips. The mingling of Klungkung and Batuan influences came about when master mask-maker | Dewa Putu Kebes of Klungkung decided to move to his wife's home village of Batuan after she fell seriously ill. He remained in Batuan and exercised considerable influence over not only the Batuan style but also the nearby Singapadu and Sukawati styles.",46.227638,2.213749,TP044.jpg
45,TP045,"Bondres Pawah, Grinning Old Man",-,"Museum Bali, Denpasar",,"This highly unusual white-faced mask shows a sinister-looking older man with slanted, open eye holes. His U-shaped, wrinkled mouth with four large square teeth grins evilly, while his hair, made of white goat skin, gives a disheveled impression. The presence of a golden flame-shaped ornament (urna) on his forehead signifies celestial or aristocratic origins. The expressiveness of this rare mask suggests that it belonged to a royal dance troupe and represented some sort of sage, not all of whom were endearing.",-8.657398,115.218579,TP045.jpg
46,TP046,"Bondres Cangkrim, Cacar, Pock Marked Clown",1934,"Museum of Puro Mangkunegaran, Solo ",,"Disease masks are one genre of masks on Bali. According to the description this pock-marked man with bulging cheeks and wispy facial hair, was a victim of chickenpox. Such masks may have originated from early exorcistic dances that sought to drive away the spirits causing maladies.",-7.566756,110.823071,TP046.jpg
47,TP047,Man with Pockmarked Face,1938,"Collection Nationaal Museum van Wereldculturen, Leiden",,"Field notes describe this folkloric mask with bushy eyebrows, mustache and dark, olive-toned skin marred by white spots as a soldier. Lacking the finesse of courtly masks, it is a reminder that mask-making and dancing also flourished in remote regions without royal patronage, especially in mountains. Disease masks like this one belong to older animistic traditions that believed the masks could dispel the evil spirits that cause sickness. The white spots certainly represent smallpox scars, an illness that regularly struck Bali's population. Assuming the solider description is accurate, it might also signify the hardship and dangers of frequent internecine warfare, for which commoners were often pressed into military service by their chieftains and lords.
",52.164104,4.483984,TP047.jpg
48,TP048,Man with Wandering Eye,1938,"Collection Nationaal Museum van Wereldculturen, Leiden",,"While the Balinese idealize good looks, they also never shy away from showing those not blessed by beauty and even, as here, deformed. Many of these characters are bumbling fools, but some are wise and crafty advisors to their kings. At the time it was collected in 1938, this mask was said to represent a soldier, despite having a wall-eye which would have been a considerable handicap in battle. The mask-maker has even used red on the eyelids to further emphasize the eye issue. The skewed eyes, dark tan complexion, asymmetrical eyebrows, and triangular goatee give the impression of a sly personage looking for advantage.",52.164104,4.483984,TP048.jpg
49,TP049,Deformed Guard of the Palace of I Gusti Panji Sakti,1900,"Collection Nationaal Museum van Wereldculturen, Leiden",,"This large, grim-faced mask of a snarling, deformed man with a dark olive complexion is described in field notes as a gatekeeper at the palace of Gusti Pande. The latter is most probably a misspelling of Ki Gusti Anglurah Panji Sakti, the heroic aristocrat who founded the kingdom of Buleleng in the 17th century after defeating Javanese Muslim invaders. Panji Sakti established his capital in Singaraja, where he built a large palace known as Puri Agung Singaraja or Puri Gede Buleleng. The mask was certainly used in sacred historical dances recounting the deeds and exploits of this Balinese hero.",52.164104,4.483984,TP049.jpg
50,TP050,"Bondres, Eccentric Clown",1920,"Museum Bali, Denpasar",,"All three of these masks depict angry men seemingly shouting at unseen protagonists. The one to the left is made of simple materials with stiff bristles and a gaping mouth with missing teeth. It is a folkloric reminder that mask traditions existed on every level of society. The examples to the left, are stunning examples of a new realistic style driven by master artists like Kerebuak of Klungking who expanded not only the boundaries of masks but also the performance arts for, in many cases makers were also talented dancers. Although such masks do not fit easily into specific categories, they are members of a group that are more studies of emotional states, in this case outrage bordering on aggression. Whereas one has pronounced facial lines with a gaping mouth and overlarge teeth. The appearance of a tongue in the second is very unusual.",-8.657398,115.218579,TP050.jpg
51,TP051,"Bondres Nyebak, Angry Man Shouting",1930,"Private Collection, Bali ",,"All three of these masks depict angry men seemingly shouting at unseen protagonists. The one to the left is made of simple materials with stiff bristles and a gaping mouth with missing teeth. It is a folkloric reminder that mask traditions existed on every level of society. The examples to the left, are stunning examples of a new realistic style driven by master artists like Kerebuak of Klungking who expanded not only the boundaries of masks but also the performance arts for, in many cases makers were also talented dancers. Although such masks do not fit easily into specific categories, they are members of a group that are more studies of emotional states, in this case outrage bordering on aggression. Whereas one has pronounced facial lines with a gaping mouth and overlarge teeth. The appearance of a tongue in the second is very unusual.",-8.409518,115.188916,TP051.jpg
52,TP052,Red Faced Man,1930,"Private Collection, France",,"All three of these masks depict angry men seemingly shouting at unseen protagonists. The one to the left is made of simple materials with stiff bristles and a gaping mouth with missing teeth. It is a folkloric reminder that mask traditions existed on every level of society. The examples to the left, are stunning examples of a new realistic style driven by master artists like Kerebuak of Klungking who expanded not only the boundaries of masks but also the performance arts for, in many cases makers were also talented dancers. Although such masks do not fit easily into specific categories, they are members of a group that are more studies of emotional states, in this case outrage bordering on aggression. Whereas one has pronounced facial lines with a gaping mouth and overlarge teeth. The appearance of a tongue in the second is very unusual.",46.227638,2.213749,TP052.jpg
53,TP053,Deformed Eccentric,1950,"Private Collection, USA",,"Whereas many bondres masks depict buffoons and busybodies, some are of a more malevolent disposition, as seen here. Sneering from a crooked open mouth that exposes a row of broken teeth, this bondres' sense of malice is amplified by large eye holes that allow the dancer to truly animate the character.
This mask is attributed to Banjar Gemeh in Badung (the Balinese name for Denpasar) because of a similar mask in the collection of Nyarikan Sriada. Such pinpoint identification of provenance is a reminder that particular styles often originated with one carver, and would radiate out from them to others in the immediate vicinity, or even surrounding regions.",37.774929,-122.419416,TP053.jpg
54,TP054,One-Eyed Clown,1930,"Private Collection, USA",,"The use of startling contrasts seen in Bondres clown masks in this case a huge, bulging eye alongside a squinting, closed socket-provokes hilarity in the Balinese audience. The comic impact is further enhanced by the malformed nose and red complexion. Diseased and deformed outliers belong to a special class of clown masks. While it is easy to recoil from such depictions and judge them as cruel, they are also important reminders of human frailty and mortality.",37.774929,-122.419416,TP054.jpg
55,TP055,"Topeng Sibakan, Bondres Half-Mask",1940,"Museum Bali, Denpasar",,"Male bondres are also known as penasar. They can also be village headmen or troublemakers happy to align themsleves to some new ring leader. Dark-skinned and with nasty features including shaggy hair and bad teeth, both of these half masks appear as dubious characters.",-8.657398,115.218579,TP055.jpg
56,TP056,"Topeng Sibakan, Bondres Half-Mask",1940,"Museum Bali, Denpasar",,"Male bondres are also known as penasar. They can also be village headmen or troublemakers happy to align themsleves to some new ring leader. Dark-skinned and with nasty features including shaggy hair and bad teeth, both of these half masks appear as dubious characters.",-8.657398,115.218579,TP056.jpg
57,TP057,Penasar,1938,"Private Collection, Bali ",,"Dental deformations of all types, beginning with overlarge or jutting teeth, continuing on to double rows and stupendously crooked teeth, are liberally illustrated in Balinese mask dance. In many cases, the victims are able to use their wit and intelligence to rise above such problems. In mask theater, they play fools bringing humor to otherwise complex historical plotlines.",-8.409518,115.188916,TP057.jpg
58,TP058,"Bondres, Red and White Faced-Fool",1930,"Museum Bali, Denpasar",,"Half red and half white, this dramatic mask of a pug nosed man with a deformed face and unkept hair is an unusual and noteworthy example of the outlier. Bondres masks play a critical role in Topeng Pajegan and Panca performances as a comic counterpoint. Combining rude behavior with coarse language, cutting repartee and slapstick, the best performers-capable of instantaneous biting and witty remarks are so popular that they are akin to celebrities. Dancers using such masks also imitate the speech patterns of the handcapped.",-8.657398,115.218579,TP058.jpg
59,TP059,"Punyah, The Drunked",1960,"Private Collection, USA",,"This dark brown mask with coarse features and a moveable jaw depicts a presumptuous, loud-mouthed alcoholic who careens about the stage, oblivious of the world around him. His outrageous antics-including false exclamations of grand deeds and ribald humor-are a source of never-ending mirth to the audience, and at the same time a cautionary tale of the dangers of abusing alcohol.",37.774929,-122.419416,TP059.jpg
60,TP060,"Penasar Nelik, Red Faced Bendesa",1930,"Private Collection, USA",,"With a wrinkled face, concerned look with popping eyes (nelik) and copious moustache, this sibakan half mask, depicts a village headman. Such half-masks usually depicting commoners as well as outliers, play a comic role as bondres or penasar, those all to ready to meddle in affairs and make outrageously impolite comments. While comic half masks have a long history, this particularly expressive style was created by the legendary mask-maker, I Dewa Putu Kebes of Batuan. This probably began sometime at the end of the 19th century and would continue to evolve into even more extreme varieties. The style was a great hit and adopted by fellow mask-makers in the nearby villages of Singapadu and Sukawati.",37.774929,-122.419416,TP060.jpg
61,TP061,"Sibakan, Sibakan HalfMask, Servant of the King",1930,"Collection Nationaal Museum van Wereldculturen, Leiden",,"Half-masks are the domain of penasar. These characters, belong to the rough-and-tumble world of commoners and have presumably suffered the same hardship and poverty as the majority of the audience. Although they speak in the low language and are often unspeakably raw and rude, penasar also embody a high degree of folk humor and wisdom that stands in contrast to the refined behavior of princes and courtiers. Here, the mask-maker emphasizes strength of character through worry lines, wrinkles and the concerned look in the clown's eyes.",52.164104,4.483984,TP061.jpg
62,TP062,"Bawi Muka, Forest Boar",1930,"Museum Sonobudoyo, Yogyakarta",,"With a long snout and flat red nose with large nostrils, and large gold earrings the brown skinned Cenggiri, represents the ferocious wild boar, a sway bacled black-skinned creature with tusks that once abounded in Bali's primary forests. Symbols of fertility and abundance, they were domesticated and have played a key role in the economy, cuisine and religious life especially around Galungan.",-7.802257,110.359438,TP062.jpg
63,TP063,Tokoh Cina,1700,"Museum Bali, Denpasar",,"This mysterious white-faced mask shows a man with narrow eyes, a refined nose and an enigmatic V-shaped smile. While the hair on top of his head is unkempt and his eyebrows are bushy, he has a neat mustache and goatee. The shape of the eyes and complexion are reminiscent of Sidakarya and Barong Landung masks. There is also a mouth plug (canggem) carved into the back of the mask, so that the dancer can hold it with his mouth. This convention is found only on the oldest Balinese masks. It is possible that this is a sacred mask depicting a character in an historical story (Topeng Wali or Bebali Babad).",-8.657398,115.218579,TP063.jpg
